独宠我的程宝宝,1344559696,找吧 如果值得的话 毕竟两个遇在一起不容易,2019-12-13 17:03:18
YLdada杜,602929916,这歌这么早出吗？为什么没听到过,2019-12-13 17:02:15
南风忆白楚,1593247684,是网恋吗？ 可爱 ,2019-12-13 17:01:33
轻枕薄纱忆南柯,311236254,你喜欢听什么歌我就去学什么歌想唱给你听，这几天你不理我在听这首歌，我真的很害怕你会离开，之前是我不理解你，现在我理解了，希望你心情能好起来，我会站在你身后默默支持你，爱你drl ，加油 ！,2019-12-13 16:57:42
林郜泽,1514143105,陌生人互关？,2019-12-13 16:56:32
不要再网恋了,1864131744,没有找他复合，但是我也不难过，不是不爱了，只是没有理由的分开，我会慢慢放下他，直到永远，我会耐心等待属于我的那一个 可爱 ,2019-12-13 16:55:27
不要再网恋了,1864131744,没有找他复合，但是我也不难过，不是不爱了，只是没有理由的分开，我会慢慢放下他，直到永远，我会耐心等待属于我的那一个,2019-12-13 16:55:02
与我常在yipeng,474900944,菩提老祖 爱一个人需要理由吗,2019-12-13 16:46:21
北落1120,1426976280,拔不下我的耳机了，哎哟,2019-12-13 16:45:56
Joker1013,371192262,暗示他,2019-12-13 16:30:09
一只活蹦乱跳的鼬,1981193653,小时候以为想做什么就做什么是自由的，后来才发现，想不做什么就不做什么，才是自由,2019-12-13 16:21:45
哎呀豁哟爪子嘛,350263256,animals,2019-12-13 16:21:20
哎呀豁哟爪子嘛,350263256,哈哈哈哈哈，好像就是 大哭 大哭 大哭 ,2019-12-13 16:19:32
哎呀豁哟爪子嘛,350263256,好像就是 大哭 大哭 大哭 大哭 ,2019-12-13 16:19:20
哎呀豁哟爪子嘛,350263256,好像是 大哭 大哭 ,2019-12-13 16:19:07
Meikong丶丶,269229315,同意，我也一样,2019-12-13 16:17:05
sunshine_PZR6,1444159767,心从未那么沉重过，今天把想说的话都说了，说出来前已经想到的结尾，但没有后悔。我不嫌弃你现在的糟糕，只想你给我个答案，而你却说了只是时间问题。让我忘掉？我很难受，我发现自己真的喜欢上你了，而你对我关心大概仅仅出自于愧疚 我是个固执感性的人 对不起做不到,2019-12-13 15:55:56
2030_y,1396139121,爱而不得错过,2019-12-13 15:38:46
梦醒醒时见你,1808155915,. 0 . . 0. .,2019-12-13 15:36:58
C北风D,1816549096,我以前很爱很爱她，可不知道为什么现在想起她会觉得恶心 ,2019-12-13 15:32:51
我真是HIGH到不行鸭,390926915,这歌都让抖音快手迫害够呛,2019-12-13 15:26:38
灵笼INCARNATION,116902212,我也觉得，这开头也太像了,2019-12-13 15:26:22
扑在大佬怀里,1839430302,目之所及 皆是回忆 心之所想 皆是过往 眼之所看 皆是遗憾,2019-12-13 15:15:33
森罗非凡,437277006,生活在飞速发展时代，躁动不安的我，喜欢没有理由，只因心里的那份情感，赞 ,2019-12-13 15:10:45
罩罩小罩罩_Jennie,422403074,希望有一天 你会 没有理由的出现在我的世界里,2019-12-13 15:07:58
-L想我了吧,1411248312,还是结束了 后悔开始了,2019-12-13 15:02:59
星空伪装下的蔚蓝,1567202552,我也希望,2019-12-13 14:59:53
射误,1414784335,你以后一定会遇见喜欢的人 不会让你哭不会让你受委屈 不会不理你更不会放弃你 一直陪着你保护你 最重要的是深深的喜欢你,2019-12-13 14:58:41
Guanian,561250515,扎心眼里了,2019-12-13 14:58:28
透在骨子里的轻浮,330135880,抖音来的 鬼脸 ,2019-12-13 14:54:22
少年包青蛙xjx,1876628675,看别人的恋爱视频羡慕了,2019-12-13 14:38:06
skagrous,332834536,理由吖理由，不再会有理由 心碎 ,2019-12-13 14:35:51
觞焯,1815865836,曾经为了和你说话找尽理由，现在为了骗自己却一个理由也不找到,2019-12-13 14:27:38
99小葵花牌阿启,1640833678,生日快乐,2019-12-13 14:16:30
HILarmTain,338095940,留言留言,2019-12-13 14:08:43
沫白灬紫轩,1388808376,曾经我以为长大的世界会没有压力现在知道了，压力真的大我现在才十五啊！真的一遍担心着比赛一遍担心着对象别生气，回家还要面对爸妈，爸妈还需要我给他们养老，我不能倒下，因为我身后空无一人，之前玩一会游戏压力全部都消失，现在怎么都消失不了，真的我真的特别努力了不想到下和比别人差。,2019-12-13 14:05:38
无人街七号--,400777881,还有EXO的一首歌，旋律一摸一样,2019-12-13 13:49:56
不不不负今,1466481291,很多时候分开也是没有理由,2019-12-13 13:49:19
鸡哥xx,2027258901,我也觉得像,2019-12-13 13:45:07
鸡哥xx,2027258901,animals,2019-12-13 13:44:38
鸡哥xx,2027258901,animals ,2019-12-13 13:43:38
CuiTuTu_,1552337781,对对对，一开始就觉得好熟悉然后忘了那首英文歌叫啥了,2019-12-13 13:42:45
-今天也很想你-,1814041606,能给你带来万般欢喜的人 也会让你堕入万丈深渊,2019-12-13 13:32:58
超级级级凶de,514651957,没有理由 我要上央美,2019-12-13 13:28:23
为什么要注册名字去,1433177803,囫囵吞枣 强 没文化的我只能说湖人真屌,2019-12-13 13:27:03
Kissme4ever,1341302189,活着很难，很痛苦，只有你好，我才能活着。你看，我走的那丁点儿距离，只要一个念头就足够我飞奔着退回来。都是命运安排的，我一定会遇见你，然后无论如何都会喜欢你。真的爱你，t。,2019-12-13 13:22:14
孤城灬丶丶,1636063895,我怎么能怪你 我知道你只是陪我走到了你力所能及的地方，没有理由。,2019-12-13 13:21:17
Kissme4ever,1341302189,生日快乐！,2019-12-13 13:20:10
橘子味mua,418764856,生日快乐,2019-12-13 13:15:54
9哥super,322247211,哪来那么多感慨，感觉好听就来 开心 ,2019-12-13 13:12:20
沈十安J,592493495,男声好听,2019-12-13 13:10:41
whenever爱W,486799792,没有人可以去等待，不知不觉的放开你 失望攒够了 不会在原地等你了,2019-12-13 13:09:28
Kebabi,2073936795,所有的一切都在于自己的选择，有没有理由的对，但就只有彼此没有理由的错，时间没有理由的流淌着，就像自己没有理由的爱着，就算对方已经忘记，不曾再见 但我会在这没有理由的继续等待,2019-12-13 13:05:47
Jerkerest,114873466,恕我直言 这歌不是抄袭的么？？？,2019-12-13 13:03:49
玉儿酱ovo,1809383631,生日快乐啊，宝贝,2019-12-13 12:58:29
白驹过西,264499161,没有理由 我要考六级。。。,2019-12-13 12:58:17
冬季驟雨,329621544,副歌好像Animal。,2019-12-13 12:52:06
我也不知道取啥名好听,1459486780,今天生日 充个黑胶庆祝庆祝 可爱 ,2019-12-13 12:46:57
杜佳悅what,1454652014,他真的很好很温柔是我的错,2019-12-13 12:35:29
孤傲残雪1808,1540848594, 1 1 1！！！,2019-12-13 12:24:50
孤傲残雪1808,1540848594,知道我们都没有勇气 就让我承接所有 祝你幸福,2019-12-13 12:23:46
散场62,602069212,尽力过后，我选择随缘,2019-12-13 12:19:30
Uk_Chen,490637565,哭了,2019-12-13 12:18:04
女孩_ONVQ,2068905087,曾经以为没有任何理由能把我们分开，后来发现，我们没有任何理由能在一起。,2019-12-13 12:11:17
师兄不是湿胸,318202035,你觉得现在这样的情况是男的比较多呢还是女的比较多？,2019-12-13 11:54:04
师兄不是湿胸,318202035,思念是一种病 ,2019-12-13 11:53:20
师兄不是湿胸,318202035,应该是吧但是也不能都是,2019-12-13 11:52:36
小羊苏兮鸭,1756917607,你傻的好可爱啊,2019-12-13 11:46:19
Joker1013,371192262,2分45秒的那一声“嗯哼”真的撩到我了 憨笑 ,2019-12-13 11:38:27
赤壁巪,313549785,没有理由的喜欢，也没有理由的分离。占据了我青春最好的七年，从好友到知己，没有理由相恋。,2019-12-13 11:37:44
谈个恋爱嘛-,1730478120,我爱她,2019-12-13 11:23:17
谈个恋爱嘛-,1730478120,面对现在这个快节奏的生活，慢慢的喜欢上快节奏的歌曲,2019-12-13 11:23:04
-假装有头像-,325412455,为啥他也要和你一样等他表白，他给自己表白干啥,2019-12-13 10:58:14
奔跑吧青春muradil,415693305,爱一首歌，常常是因为某首歌词中的含义，但真正动人的不是那句歌词，而是在你生命中那些关于这首歌的故事。,2019-12-13 10:50:07
北科大一小生,1306541016,男声,2019-12-13 10:21:21
北科大一小生,1306541016,我还以为男生是吴亦凡呢,2019-12-13 10:21:01
Dputgirl,566090515,加如我吧？,2019-12-13 10:10:00
尔稚,1479372288,反思，是自己没有独立的人格，给不了自己安全感。所以，解决之前，保持距离吧。还是很想有人能拥抱我啊。,2019-12-13 10:09:21
1982年百威,96509563,靠第一句抓耳 套路,2019-12-13 09:58:43
您的眼睛里有星星呢,629541877,其实我们很多时候都是在害怕害怕告白后被拒绝害怕一直以来是自己在自作多情但是你要明白你需要有开始的勇气不管结果怎么样你应该给自己一个机会同时也是给他一个机会万一他也喜欢你呢或许我说或许，可能是自作多情但是一定不要缺乏开始的勇气不要因为坏的结果而过于伤心你还是你自己勇气,2019-12-13 09:48:09
一生何求-H,313002555,我们好像真的要错过了呢,2019-12-13 09:47:40
小羊苏兮鸭,1756917607,我喜欢一个男孩，我不知道他是否喜欢我，我们每天玩在一起，互相秒回，一起打游戏，我生病了他会关心我，他生病了我会给他打电话，希望他也喜欢我吧，喜欢这个不优秀的我，祝好。不知道他是不是和我一样在等他表白。,2019-12-13 09:42:14
一根毛的距离,1953547652,你对我的喜欢只是新鲜感可偏偏我又是个慢热的人当你对我的喜欢完全消逝我却对你愈来愈发地着迷,2019-12-13 09:40:56
jSe7En-,449129345,我每时每刻都在告诉你 我还是很爱你。,2019-12-13 09:31:59
乔本菲,450397832,最无力的不是不能在一起，而是作为伴侣却不能做到最好的陪伴，两个人都生活在各自的孤独中，没有理由。没有人可以去等待，等待你让我不再孤单，不知不觉地放开你，我们都没有那勇气让对方快乐，because I am sorry I am so lonely.,2019-12-13 09:03:05
凉冰w,590694854,没有理由要放弃啊,2019-12-13 08:55:13
Kill_Memories,549047401,假如错过了末班车，还会继续等吗？,2019-12-13 08:52:03
V笑口常开,568423893,抄袭许嵩,2019-12-13 08:49:49
你是我的小捣蛋,425924515,时间能冲淡一切，包括爱情，虽然爱你，真的找不到理由在一起，可你知道么，我还在坚持,2019-12-13 08:45:32
辣爱狮,394017156,这个歌旋律有点和棉花糖的Alone前奏有点像,2019-12-13 08:30:33
是超绝可爱晕晕鸭,34058632,好难受,2019-12-13 08:22:32
喜欢可爱的男孩子有错嘛,363891407,张靓颖 ,2019-12-13 08:17:47
谢小宇m,245913562,你们可以给我第一条说说点一个赞吗,2019-12-13 08:14:45
陌路缘何,1655682599,没有人可以去等待是因为等不起了吧,2019-12-13 07:58:15
粉色猪死了,598602160,没有人可以去等待,2019-12-13 07:46:28
筌建国,100982075,我看着歌词，再刷着评论，发现我现在不认识理由这两个字了 呆 ,2019-12-13 07:42:26
太suai了吧,1759658229,超级喜欢这个歌曲尤其是I m sorry I m so lonely.,2019-12-13 06:00:24
Aidelic,591808153,可以很甜也可以很苦,2019-12-13 05:27:59
AlpiDaR-Rr,328357489,我不想放下你，就算你是200度的开水我也不想放下你,2019-12-13 04:43:19
愛過了不後悔,1522672476,或许这就是结束时的状况,2019-12-13 03:54:35
念着从前的模样,339249639,说开始的是你把我冷落的是你，我问你不说，问多开始烦然后讨厌我,2019-12-13 03:49:53
L_流明,421701132,刷个记录,2019-12-13 03:30:15
夏目呀l,1767804429,当愚昧成为了主流 清醒就是犯罪,2019-12-13 03:20:36
杨嘉佳佳,509043004,感觉今天听和昨天好像不太一样！是我错觉吗？,2019-12-13 02:47:21
潮乐宇,1834807510,节奏很赞,2019-12-13 01:59:17
潮乐宇,1834807510,没有理由,2019-12-13 01:59:10
崽l儿,1427971616,祝福,2019-12-13 01:53:24
sunny简约,1699990110,就是这样我所谓的感悟上车的时候觉得离别老朋友舍不得后来到了中站觉得也没什么只是有一点点怀恋最后到站了无所谓了心想的最好不要回去了一路向前头也不回的走了 ,2019-12-13 01:45:52
苏疏临,390174381,日推，怎么能那么了解我 可爱 ,2019-12-13 01:45:22
无味1081,611103450,她是我青春最好的礼物,2019-12-13 01:41:24
jiangzhiyiyi,372453715,怎么讲,2019-12-13 01:41:01
无聊人-J,133392569,这首歌感觉突然又火了起来,2019-12-13 01:39:50
张立010228,1806590140,进,2019-12-13 01:35:43
无味1081,611103450,兰州，喝酒随时陪你,2019-12-13 01:34:53
yeastlove,467476378,我以为 多可怕的词汇哈哈,2019-12-13 01:30:13
Y丶uzzz,135477780,只要是你，我会全力以赴 ,2019-12-13 01:29:13
宝宝吧唧你一口,454357221,啊我呸，你个渣渣，我真的好生气,2019-12-13 01:25:01
听见下雨的彩虹,557182511,animals吧,2019-12-13 01:24:24
AiRUi99,452935856,我也有心脏病，不过治好了，花了几万块钱。有医保。,2019-12-13 01:20:54
何涯系鱼川,443249506,可能你听这首歌有点熟悉不要怀疑没错抄的,2019-12-13 01:10:12
2030_y,1396139121,对不起,2019-12-13 01:07:08
2030_y,1396139121,没有理由，是我上辈子亏欠你的太多，是我的错，对不起我真不适合谈恋爱,2019-12-13 01:06:51
onlymoresl,1896664103,加油 ,2019-12-13 00:58:06
白欣泽,1601901332, cp “我喜欢你”这句话太轻微“我爱你”这句话太沉重“我想和你一起努力”这句话刚刚好,2019-12-13 00:55:51
inThroManTicccccccc,262032532,啊 是的,2019-12-13 00:55:01
子杰gggg,1695752870,陈宏宇，我好喜欢他啊。,2019-12-13 00:52:53
NGULovingling,341282893,早点休息，谢谢你,2019-12-13 00:52:21
亲爱的旅人Y,1985934224,晚安,2019-12-13 00:46:35
看你快乐L,1484209835,蟹蟹，你也一定有这一天的 爱心 ,2019-12-13 00:45:46
爱是沉睡的海,441948550,我的声音总是被埋没，但我还是一次次在你喜欢的歌曲下留下足迹，我爱你加油，我会来到你的城市与你偶遇 ,2019-12-13 00:45:40
simht,1345546548,人总是会记得当初的那一点温存，然后告诉自己，其实，只要两个人再坚持一下，就能继续在一起。,2019-12-13 00:43:03
simht,1345546548,再也没有理由重新在一起,2019-12-13 00:40:39
NGULovingling,341282893,真TM羡慕，祝福你,2019-12-13 00:37:50
NGULovingling,341282893,万晓玲，我喜欢你,2019-12-13 00:37:12
岁月长歌i,87148950,那首,2019-12-13 00:35:22
甜甜不吃咸食,1506579638,你是最棒的，要加油喔 爱心 ,2019-12-13 00:32:34
simht,1345546548,祝以前喜欢我的人现在会跟别人幸福,2019-12-13 00:31:58
阡陌输赢,1678809436,在大学见到你，很幸运，可惜我是一个不敢动心的人，但因为后来我们像极了爱情的缘分，再也压不住喜欢你的冲动。呵，可惜只是一场有缘无分的相遇。谢谢你的出现让我知道自己还有心跳。,2019-12-13 00:28:29
看你快乐L,1484209835,我宝贝又回到我怀里了 爱心 ,2019-12-13 00:22:48
honey_yao,1461883902,今晚我们在一起了！！！,2019-12-13 00:21:07
玖珋柒,611260263,没有什么理由，对吧？,2019-12-13 00:20:47
陌生的姑娘你是谁,491062269,感同身受,2019-12-13 00:19:01
-你真可爱-_,1504433633,加油,2019-12-13 00:18:01
国服卡卡西,1580996663,2019年12月13日十二点十五分心脏病的一天又结束了，今天很好，没有发生什么意外,2019-12-13 00:16:22
_彤彤睡不醒,1498124422,“愿你我 今年的孤独和痛苦 在明年治愈重生”,2019-12-13 00:14:52
白芍药带我飞,278861589,去试试吧，或许ta在等你,2019-12-13 00:08:47
青刚影-卡蜜尔,50996674,魔力红乐队的一首旋律,2019-12-13 00:08:00
小十月頭,371594117,晚安,2019-12-13 00:07:10
此生与胖无缘,1692020157,初恋那件小事插曲,2019-12-13 00:06:55
莻惡,1618512092,对对对真的听不腻啊啊,2019-12-13 00:05:01
莻惡,1618512092,我听着这首歌，城市躁，人们慌，唯独我静下来，会想着，人就这一辈子，有许多事情没有理由，爱你一个人，讨厌一个人，没有人可以去等待，因为，没有那勇气...,2019-12-13 00:04:34
卿_莫愁,1640492986,我想在真真正正长大之前再努力一次,2019-12-13 00:02:09
顺丰国际速运,68670109, 免费广告用户,2019-12-12 23:59:37
莻惡,1618512092,骂的欠赞,2019-12-12 23:59:14
莻惡,1618512092,为啥呢多么静心,2019-12-12 23:58:34
莻惡,1618512092,复制粘贴你也可以,2019-12-12 23:58:04
莻惡,1618512092,你是重庆的吗,2019-12-12 23:57:18
莻惡,1618512092,好诗韵,2019-12-12 23:56:42
Zhou-周-,1535050162,是认清，是看淡，是无所谓，是顺其自然,2019-12-12 23:55:07
隔壁的Mr_王,1695246107,女声部分有点像那个心电感应808,2019-12-12 23:51:22
今天佳佳没有想你哦,127025196,曾经以为，伤心是会流很多眼泪的 原来真正的伤心，是流不出一滴眼泪。 张小娴,2019-12-12 23:49:25
